Hostname;VRF_Name;Route-Distinguisher
ROA1.CAL1;VRF-FCORP-YPF-SA;10481:11002
ROA1.CAL1;VRF-CABLE-CYCLADES;10481:90104
ROA1.CAL1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.CAL1;VRF-FCORP-SEPSA-SA;10481:11057
ROA1.CAL1;VRF-CABLE-CMTS-CAL1;10481:10130
ROA1.CAL1;VRF-FCORP-COPPEL-SA;10481:11287
ROA1.CAL1;INTER-AS-CLARO-15008;10481:15008
ROA1.CAL1;VRF-FCORP-RENAULT-SA;10481:11015
ROA1.CAL1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.CAL1;VRF-FCORP-ANDREANI-SA;10481:11136
ROA1.CAL1;VRF-FCORP-CENCOSUD-SA;10481:11050
ROA1.CAL1;VRF-FCORP-METROGAS-SA;10481:11194
ROA1.CAL1;VRF-FCORP-BT-LATAM-CAM;10481:11157
ROA1.CAL1;VRF-FCORP-BT-LATAM-CON;10481:11156
ROA1.CAL1;VRF-FCORP-BT-LATAM-INT;10481:11158
ROA1.CAL1;VRF-FCORP-FILM-SUEZ-SA;10481:11200
ROA1.CAL1;VRF-FCORP-GIRO-EXPRESS;7303:200126
ROA1.CAL1;VRF-FCORP-YPF-TERCEROS;10481:11435
ROA1.CAL1;VRF-FCORP-BANCO-ICBC-SA;10481:11063
ROA1.CAL1;VRF-FCORP-METROGAS-SA-2;10481:11242
ROA1.CAL1;VRF-FCORP-BANCO-MACRO-SA;10481:11082
ROA1.CAL1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114
ROA1.CAL1;VRF-FCORP-GRUPO-BIOROSSI;10481:11443
ROA1.CAL1;VRF-VIDEO-VOD-VIDEO-APEX;10481:90021
ROA1.CAL1;VRF-CABLE-PROCERA-BACKEND;10481:90125
ROA1.CAL1;VRF-CABLE-PROCERA-GESTION;10481:90124
ROA1.CAL1;VRF-FCORP-BANCO-ITAU-TECO;7303:1162
ROA1.CAL1;VRF-FCORP-RICARDO-OSPITAL;10481:11351
ROA1.CAL1;VRF-FCORP-ARCOS-DORADOS-SA;10481:11121
ROA1.CAL1;VRF-FCORP-BANCO-GALICIA-SA;10481:11132
ROA1.CAL1;VRF-FCORP-GIMNASIOS-ARG-SA;10481:11042
ROA1.CAL1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.CAL1;VRF-VIDEO-VOD-GESTION-APEX;10481:90023
ROA1.CAL1;VRF-FCORP-SUPER-DIA-TIENDAS;10481:11084
ROA1.CAL1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28130
ROA1.CAL1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103
ROA1.CAL1;VRF-FCORP-METROGAS-SEGURIDAD;7303:200205
ROA1.CAL1;VRF-FCORP-JARDIN-DEL-PILAR-SA;10481:11211
ROA1.CAL1;VRF-FCORP-BANCO-SUPERVIELLE-SA;10481:11020
ROA1.CAL1;VRF-FCORP-SUPERMERCADOS-DIA-SA;10481:11097
ROA1.CAL1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27130
ROA1.CAL1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25130
ROA1.CAL1;VRF-FCORP-JEFATURA-DE-GAB-SALUD;10481:11389
ROA1.CAL1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24130
ROA1.CAL1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26130
ROA1.CBE1;VRF-FCORP-YPF-SA;10481:11002
ROA1.CBE1;VRF-CABLE-CYCLADES;10481:90104
ROA1.CBE1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.CBE1;VRF-CABLE-CMTS-CBE1;10481:10073
ROA1.CBE1;VRF-FCORP-CYRE-TECO;7303:159
ROA1.CBE1;VRF-FCORP-TAMSE-TECO;7303:680
ROA1.CBE1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.CBE1;VRF-FCORP-CENCOSUD-SA;10481:11050
ROA1.CBE1;VRF-FCORP-YPF-TERCEROS;10481:11435
ROA1.CBE1;VRF-FCORP-NSS-SA-XANAES;10481:11314
ROA1.CBE1;VRF-NAVEGACION-IRONPORT;10481:11449
ROA1.CBE1;VRF-FCORP-BANCO-MACRO-SA;10481:11082
ROA1.CBE1;VRF-FCORP-FARMACITY-SA-2;10481:11072
ROA1.CBE1;VRF-VIDEO-VOD-VIDEO-APEX;10481:90021
ROA1.CBE1;VRF-CABLE-PROCERA-BACKEND;10481:90125
ROA1.CBE1;VRF-CABLE-PROCERA-GESTION;10481:90124
ROA1.CBE1;VRF-FCORP-BBVA-FRANCES-SA;10481:11093
ROA1.CBE1;VRF-FCORP-CARGAS-BELGRANO;10481:11457
ROA1.CBE1;VRF-FCORP-SUPERCANAL-TECO;7303:2621
ROA1.CBE1;VRF-FCORP-ARCOS-DORADOS-SA;10481:11121
ROA1.CBE1;VRF-FCORP-ORG-COORDINADORA;10481:11148
ROA1.CBE1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.CBE1;VRF-VIDEO-VOD-GESTION-APEX;10481:90023
ROA1.CBE1;VRF-NAVEGACION-IRONPORT-TECO;7303:134
ROA1.CBE1;VRF-FCORP-AXION-ENERGY-ARG-SA;10481:11127
ROA1.CBE1;VRF-FCORP-SUPERMERCADOS-MAKRO;10481:11101
ROA1.CBE1;VRF-FCORP-BANCO-DE-GALICIA-S-A;10481:11132
ROA1.CBE1;VRF-FCORP-BANCO-PCIA-DE-CBA-SA;10481:11225
ROA1.CBE1;VRF-FCORP-BANCO-SUPERVIELLE-SA;10481:11020
ROA1.CBE1;VRF-FCORP-BELGRANO-CARGAS-TECO;7303:506
ROA1.CBE1;VRF-FCORP-AXION_VIDEOVIGILANCIA;10481:11412
ROA1.CBN1;VRF-CABLE-CYCLADES;10481:90104
ROA1.CBN1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.CBN1;VRF-CABLE-CMTS-CBN1;10481:10071
ROA1.CBN1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.CBN1;VRF-VIDEO-VOD-VIDEO-APEX;10481:90021
ROA1.CBN1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.CBN1;VRF-VIDEO-VOD-GESTION-APEX;10481:90023
ROA1.AVE1;VRF-CABLE-CYCLADES;10481:90104
ROA1.AVE1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.AVE1;VRF-CABLE-WIMAX-OM;10481:90001
ROA1.AVE1;VRF-CABLE-CMTS1-AVE1;10481:10128
ROA1.AVE1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.AVE1;VRF-CABLE-WIMAX-R6-R4;10481:90006
ROA1.AVE1;VRF-VIDEO-VOD-VIDEO-APEX;10481:90021
ROA1.AVE1;VRF-CABLE-WIMAX-SKY-GLOBAL;10481:90013
ROA1.AVE1;VRF-VIDEO-VOD-GESTION-APEX;10481:90023
ROA1.AVE1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28128
ROA1.AVE1;VRF-CABLE-MONITOREO-ENERGIA-HUB;10481:90117
ROA1.AVE1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27128
ROA1.AVE1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25128
ROA1.AVE1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24128
ROA1.AVE1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26128
ROA1.RAF1;VRF-FCORP-UTN;10481:11009
ROA1.RAF1;VRF-FCORP-YPF-SA;10481:11002
ROA1.RAF1;VRF-FCORP-ICBC-SA;10481:11063
ROA1.RAF1;VRF-FCORP-OCA-SRL;10481:11148
ROA1.RAF1;VRF-CABLE-CYCLADES;10481:90104
ROA1.RAF1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.RAF1;VRF-FCORP-CFA-TECO;7303:1509
ROA1.RAF1;VRF-CABLE-CMTS-RAF1;10481:10087
ROA1.RAF1;INTER-AS-CLARO-15010;10481:15010
ROA1.RAF1;VRF-FCORP-ANSES-TECO;7303:128
ROA1.RAF1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.RAF1;VRF-FCORP-GARBARINO-SA;10481:11070
ROA1.RAF1;VRF-FCORP-RIBEIRO-SACIFAI;10481:11280
ROA1.RAF1;VRF-FCORP-SEGUROS-ELNORTE;10481:11205
ROA1.RAF1;VRF-FCORP-MONROE-AMERICANA;10481:11106
ROA1.RAF1;VRF-FCORP-SOCIEDAD-SEGUROS;7303:200045
ROA1.RAF1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.RAF1;VRF-FCORP-BANCO-DE-SANTA-FE;10481:11222
ROA1.RAF1;VRF-FCORP-CONS-MAGISTRATURA;10481:11044
ROA1.RAF1;VRF-FCORP-AGUAS-SANTAFESINAS;7303:216
ROA1.RAF1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103
ROA1.RAF1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136
ROA1.RAF1;VRF-FCORP-ROYAL-SUN-ALLIANCE;10481:11119
ROA1.RAF1;VRF-FCORP-SEGUROS-NORTE-TECO;7303:2984
ROA1.RAF1;VRF-FCORP-UNIV-SANTIAGO-TECO;7303:287
ROA1.RAF1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115
ROA1.RAF1;VRF-FCORP-BANCO-DE-GALICIA-S-A;10481:11132
ROA1.RAF1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000
ROA1.CPA1;VRF-CABLE-CYCLADES;10481:90104
ROA1.CPA1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.CPA1;VRF-CABLE-CMTS-CPA1;10481:10192
ROA1.CPA1;VRF-FCORP-CYRE-TECO;7303:159
ROA1.CPA1;VRF-FCORP-ANSES-TECO;7303:128
ROA1.CPA1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.CPA1;VRF-FCORP-YPF-TERCEROS;10481:11435
ROA1.CPA1;VRF-NAVEGACION-IRONPORT;10481:11449
ROA1.CPA1;VRF-FCORP-BANCO-MACRO-SA;10481:11082
ROA1.CPA1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114
ROA1.CPA1;VRF-VIDEO-VOD-VIDEO-APEX;10481:90021
ROA1.CPA1;VRF-FCORP-ARCOS-DORADOS-SA;10481:11121
ROA1.CPA1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.CPA1;VRF-VIDEO-VOD-GESTION-APEX;10481:90023
ROA1.CPA1;VRF-FCORP-ORGANIZACION-COOR;10481:11148
ROA1.CPA1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136
ROA1.CPA1;VRF-FCORP-TARJETA-NARANJA-SA;10481:11021
ROA1.CPA1;VRF-FCORP-TESORERIA-Y-CREDITO;7303:108
ROA1.CPA1;VRF-FCORP-BCO-DE-PROVINCIA-CBA;10481:11225
ROA1.CPA1;VRF-FCORP-BBVA-BANCO-FRANCES-SA;10481:11093
ROA1.VAD1;VRF-CABLE-CYCLADES;10481:90104
ROA1.VAD1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.VAD1;VRF-CABLE-CMTS-VAD1;10481:10058
ROA1.VAD1;VRF-FCORP-CYRE-TECO;7303:159
ROA1.VAD1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.VAD1;VRF-FCORP-CENCOSUD-SA;10481:11050
ROA1.VAD1;VRF-NAVEGACION-IRONPORT;10481:11449
ROA1.VAD1;VRF-VIDEO-VOD-VIDEO-APEX;10481:90021
ROA1.VAD1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.VAD1;VRF-VIDEO-VOD-GESTION-APEX;10481:90023
ROA1.VAD1;VRF-FCORP-SUPERMERCADOS-DIA;10481:11084
ROA1.VAD1;VRF-NAVEGACION-IRONPORT-TECO;7303:134
ROA1.VAD1;VRF-FCORP-ARCOS-DORADOS-ARGENT;10481:11121
ROA1.VAD1;VRF-FCORP-BANCO-HIPOTECARIO-SA;10481:11061
ROA1.VAD1;VRF-FCORP-BANCO-SUPERVIELLE-SA;10481:11020
ROA1.VAD1;VRF-FCORP-BCO-PROVINCIA-DE-CBA;10481:11225
ROA1.VAD1;VRF-FCORP-AXION_VIDEOVIGILANCIA;10481:11412
ROA1.VAD1;VRF-FCORP-AXION_ENERGY_ARGENTINA;10481:11127
ROA1.VAD1;VRF-FCORP-JEFATURA-GABINETESALUD;10481:11389
ROA1.JUN1;VRF-FCORP-IOMA;10481:11270
ROA1.JUN1;VRF-CABLE-CYCLADES;10481:90104
ROA1.JUN1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.JUN1;VRF-CABLE-CMTS-JUN1;10481:10112
ROA1.JUN1;VRF-FCORP-COPPEL-SA;10481:11287
ROA1.JUN1;VRF-FCORP-ERTACH-SA;10481:11259
ROA1.JUN1;INTER-AS-CLARO-15008;10481:15008
ROA1.JUN1;VRF-FCORP-LAVIRGINIA;7303:568
ROA1.JUN1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.JUN1;VRF-FCORP-CENCOSUD-SA;10481:11050
ROA1.JUN1;VRF-FCORP-GARBARINO-SA;10481:11070
ROA1.JUN1;VRF-FCORP-YPF-TERCEROS;10481:11435
ROA1.JUN1;VRF-FCORP-BANCO-ICBC-SA;10481:11063
ROA1.JUN1;VRF-FCORP-EMBOTELLADORA;7303:200154
ROA1.JUN1;VRF-FCORP-CARGAS-BELGRANO;10481:11457
ROA1.JUN1;VRF-FCORP-MONROE-AMERICANA;10481:11106
ROA1.JUN1;VRF-FCORP-ORG-COORDINADORA;10481:11148
ROA1.JUN1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103
ROA1.JUN1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136
ROA1.JUN1;VRF-FCORP-BANCO-SANTANDER-RIO;10481:11221
ROA1.JUN1;VRF-FCORP-DYNAMIC-TEC-SRL-SRT;10481:11338
ROA1.JUN1;VRF-FCORP-MOL-RIO-DE-LA-PLATA;10481:11155
ROA1.JUN1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115
ROA1.JUN1;VRF-FCORP-PODER-JUD-ADMIN-JUS;10481:11142
ROA1.JUN1;VRF-FCORP-SEGUROS-EL-NORTE-SA;10481:11205
ROA1.JUN1;VRF-FCORP-BANCO-DE-GALICIA-S-A;10481:11132
ROA1.JUN1;VRF-FCORP-BANCO-HIPOTECARIO-SA;10481:11061
ROA1.JUN1;VRF-FCORP-BELGRANO-CARGAS-TECO;7303:506
ROA1.JUN1;VRF-CABLE-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.JUN1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000
ROA1.JUN1;VRF-FCORP-UNIV-NACIONAL-NOROESTE;10481:11032
ROS6.HOR1;VRF-VIDEO-FLOW-CDN;10481:90024
ROS6.HOR1;VRF-PATCHERAS_QUAREO;10481:90136
ROS6.HOR1;VRF-LTE-FORTINET-MGMT;10481:64862
ROS6.HOR1;VRF-CABLE-PROV-FRONTERA;10481:40040
ROS6.HOR1;VRF-FORTINET-VDOM-ROUTER;10481:64864
ROS6.HOR1;VRF-FTTH-TOIP-SYMPHONICA;7303:200026
ROS6.HOR1;VRF-VIDEO-VOD-VIDEO-APEX;10481:90021
ROS6.HOR1;VRF-CABLE-PROCERA-BACKEND;10481:90125
ROS6.HOR1;VRF-CABLE-PROCERA-GESTION;10481:90124
ROS6.HOR1;VRF-VIDEO-FLOW-APLICATION;7303:200044
ROS6.HOR1;VRF-LTE-FORTINET-SERVICIOS;10481:64863
ROS6.HOR1;VRF-VDOM-UDN-FRONTERA-TECO;10481:90134
ROS6.HOR1;VRF-VIDEO-VOD-GESTION-APEX;10481:90023
ROS6.HOR1;VRF-VIDEO-FLOW-PRO-DATAPOWER;10481:40022
ROS6.HOR1;VRF-VIDEO-CABEZAL-FIP-VCAS-PRE;10481:40008
ROS6.HOR1;VRF-VIDEO-CABEZAL-FULL-IP-VCAS;10481:40007
ROS6.HOR1;VRF-VIDEO-FLOW-PREPRO-DATAPOWER;10481:40021
ROS6.HOR1;VRF-CABLE-GESTION-SDH-HUAWEI-ACC;10481:29088
ROS7.SLO1;VRF-SecGW;7303:200116
ROS7.SLO1;VRF-GECOMTEL;7303:200705
ROS7.SLO1;VRF-GES-SSPOPUSA;7303:200707
ROS7.SLO1;VRF-PERSONAL-OAM;7303:200704
ROS7.SLO1;VRF-CABLE-NOC-PAL;10481:90138
ROS7.SLO1;VRF-VIDEO-FLOW-CDN;10481:90024
ROS7.SLO1;VRF-PERSONAL-GOMRAN;7303:200703
ROS7.SLO1;VRF-PATCHERAS_QUAREO;10481:90130
ROS7.SLO1;VRF-VIDEO-IRDETO-KMS;10481:40010
ROS7.SLO1;VRF-VIDEO-IRDETO-SMS;10481:40011
ROS7.SLO1;VRF-CABLE-TRONCAL-SIP;10481:40030
ROS7.SLO1;VRF-LTE-FORTINET-MGMT;10481:64862
ROS7.SLO1;VRF-FORTINET-REDISTRIB;10481:64898
ROS7.SLO1;VRF-CABLE-PROV-FRONTERA;10481:40040
ROS7.SLO1;VRF-FLOW-PY-DISTRIBUCION;10481:90149
ROS7.SLO1;VRF-FORTINET-VDOM-ROUTER;10481:64864
ROS7.SLO1;VRF-FTTH-TOIP-SYMPHONICA;7303:200026
ROS7.SLO1;VRF-CABLE-PROCERA-BACKEND;10481:90125
ROS7.SLO1;VRF-CABLE-PROCERA-GESTION;10481:90123
ROS7.SLO1;VRF-FRONTERA-PARAGUAY-ACS;7303:200110
ROS7.SLO1;VRF-LTE-FORTINET-SERVICIOS;10481:64863
ROS7.SLO1;VRF-FORTINET-FRONTERA-VIDEO;10481:64854
ROS7.SLO1;VRF-VIDEO-PROSTREAM-CAS-DTH;10481:40012
ROS7.SLO1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28042
ROS7.SLO1;VRF-VIDEO-CABEZAL-FIP-VCAS-PRE;10481:40008
ROS7.SLO1;VRF-VIDEO-CABEZAL-FULL-IP-VCAS;10481:40007
ROS7.SLO1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27042
ROS7.SLO1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25042
ROS7.SLO1;VRF-CABLE-GESTION-SDH-HUAWEI-ACC;10481:29024
ROS7.SLO1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26042
ROS7.SLO1;VRF-FORTINET-INTERCONEXION-VDOMs;10481:64899
ROS7.HOR1;VRF-CABLE-LABO-HOR;10481:16747
ROS7.HOR1;VRF-VIDEO-FLOW-CDN;10481:90024
ROS7.HOR1;VRF-PATCHERAS_QUAREO;10481:90136
ROS7.HOR1;VRF-LTE-FORTINET-MGMT;10481:64862
ROS7.HOR1;VRF-CABLE-PROV-FRONTERA;10481:40040
ROS7.HOR1;VRF-FORTINET-VDOM-ROUTER;10481:64864
ROS7.HOR1;VRF-FTTH-TOIP-SYMPHONICA;7303:200026
ROS7.HOR1;VRF-CABLE-PROCERA-BACKEND;10481:90125
ROS7.HOR1;VRF-CABLE-PROCERA-GESTION;10481:90130
ROS7.HOR1;VRF-LTE-FORTINET-SERVICIOS;10481:64863
ROS7.HOR1;VRF-VDOM-UDN-FRONTERA-TECO;10481:90134
ROS7.HOR1;VRF-VIDEO-FLOW-PRO-DATAPOWER;10481:40022
ROS7.HOR1;VRF-VIDEO-CABEZAL-FIP-VCAS-PRE;10481:40008
ROS7.HOR1;VRF-VIDEO-CABEZAL-FULL-IP-VCAS;10481:40007
ROS7.HOR1;VRF-VIDEO-FLOW-PREPRO-DATAPOWER;10481:40021
ROA1.MJU1;VRF-FCORP-DENWA;7303:200058
ROA1.MJU1;VRF-CABLE-CYCLADES;10481:90104
ROA1.MJU1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.MJU1;VRF-CABLE-CMTS-MJU1;10481:10103
ROA1.MJU1;VRF-FCORP-AFIP-TECO;7303:324
ROA1.MJU1;VRF-FCORP-CREDICOOP;10481:11010
ROA1.MJU1;VRF-FCORP-SANTANDER-TECO;7303:2018
ROA1.MJU1;VRF-FCORP-RIBEIRO-SACIFAI;10481:11280
ROA1.MJU1;VRF-FCORP-TARJETA-NARANJA;10481:11021
ROA1.MJU1;VRF-FCORP-BANCO-GALICIA-SA;10481:11132
ROA1.MJU1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.MJU1;VRF-FCORP-BBVA-BANCO-FRANCES-SA;10481:11093
ROA1.MJU1;VRF-FCORP-TESORERIA-Y-CREDITO-2;7303:108
ROA1.SUA1;VRF-CABLE-CYCLADES;10481:90104
ROA1.SUA1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.SUA1;VRF-CABLE-CMTS-SUA1;10481:10046
ROA1.SUA1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.SUA1;VRF-FCORP-EMBOTELLADORA;7303:200154
ROA1.SUA1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.SUA1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28046
ROA1.SUA1;VRF-FCORP-SMURFIT-INTERAS-TECO;7303:100
ROA1.SUA1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27046
ROA1.SUA1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25046
ROA1.SUA1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24046
ROA1.SUA1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26046
ROA1.DOL1;VRF-FCORP-IOMA;10481:11270
ROA1.DOL1;VRF-CABLE-CYCLADES;10481:90104
ROA1.DOL1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.DOL1;VRF-CABLE-CMTS-DOL1;10481:10074
ROA1.DOL1;INTER-AS-CLARO-15008;10481:15008
ROA1.DOL1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.DOL1;VRF-FCORP-JEF-DE-GAB-PEN;10481:11391
ROA1.DOL1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.DOL1;VRF-FCORP-CONS-MAGISTRATURA;10481:11044
ROA1.DOL1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28074
ROA1.DOL1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115
ROA1.DOL1;VRF-FCORP-PODER-JUD-ADMIN-JUS;10481:11142
ROA1.DOL1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27074
ROA1.DOL1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25074
ROA1.DOL1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24074
ROA1.DOL1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26074
ROA1.DOL1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000
ROA1.PIN1;VRF-FCORP-DEHEZA;10481:11425
ROA1.PIN1;VRF-FCORP-YPF-SA;10481:11002
ROA1.PIN1;VRF-CABLE-CYCLADES;10481:90104
ROA1.PIN1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.PIN1;VRF-CABLE-CMTS-PIN1;10481:10085
ROA1.PIN1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.PIN1;VRF-FCORP-CENCOSUD-SA;10481:11050
ROA1.PIN1;VRF-FCORP-DYNAMIC-SRT;10481:11338
ROA1.PIN1;VRF-FCORP-GENNEIA-TECO;7303:417
ROA1.PIN1;VRF-FCORP-ARCOS-DORADOS-SA;10481:11121
ROA1.PIN1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.PIN1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28085
ROA1.PIN1;VRF-FCORP-AXION-ARGENTINA-SA;10481:11127
ROA1.PIN1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136
ROA1.PIN1;VRF-FCORP-MUTUAL-SANCOR-TECO;7303:523
ROA1.PIN1;VRF-FCORP-BANCO-DE-GALICIA-S-A;10481:11132
ROA1.PIN1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27085
ROA1.PIN1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25085
ROA1.PIN1;VRF-FCORP-AXION_VIDEOVIGILANCIA;10481:11280
ROA1.PIN1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24085
ROA1.PIN1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26085
ROA1.TUE1;VRF-FCORP-YPF-SA;10481:11002
ROA1.TUE1;VRF-CABLE-CYCLADES;10481:90104
ROA1.TUE1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.TUE1;VRF-CABLE-CMTS-TUE1;10481:10115
ROA1.TUE1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.TUE1;VRF-FCORP-YPF-TERCEROS;10481:11435
ROA1.TUE1;VRF-FCORP-BANCO-GALICIA-SA;10481:11132
ROA1.TUE1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.TUE1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28115
ROA1.TUE1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103
ROA1.TUE1;VRF-FCORP-DEF-PENAL-PROV-TECO;7303:2182
ROA1.TUE1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27115
ROA1.TUE1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25115
ROA1.TUE1;VRF-FCORP-BBVA-BANCO-FRANCES-SA;10481:11093
ROA1.TUE1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24115
ROA1.TUE1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26115
ROA1.TUE1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000
ROA1.FIR1;VRF-CABLE-CYCLADES;10481:90104
ROA1.FIR1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.FIR1;VRF-CABLE-CMTS-FIR1;10481:10075
ROA1.FIR1;VRF-FCORP-ANSES-TECO;7303:128
ROA1.FIR1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.FIR1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.FIR1;VRF-FCORP-AGUAS-SANTAFESINAS;7303:216
ROA1.FIR1;VRF-FCORP-NUEVO-BANCO-SANTA-FE;10481:11222
ROA1.CSA1;VRF-CABLE-CYCLADES;10481:90104
ROA1.CSA1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.CSA1;VRF-CABLE-CMTS-CSA1;10481:10067
ROA1.CSA1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.CSA1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117
ROA1.CSA1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28042
ROA1.CSA1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27042
ROA1.CSA1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25042
ROA1.CSA1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24042
ROA1.CSA1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26042
ROA1.SPE1;VRF-FCORP-DISCO;7303:55:00
ROA1.SPE1;VRF-CABLE-CYCLADES;10481:90104
ROA1.SPE1;VRF-CABLE-MHUB-DCN;10481:90107
ROA1.SPE1;VRF-CABLE-CMTS-SPE1;10481:10200
ROA1.SPE1;VRF-FCORP-UPCN-TECO;7303:352
ROA1.SPE1;INTER-AS-CLARO-15008;10481:15008
ROA1.SPE1;VRF-CABLE-TOIP-ACCESO;10481:40032
ROA1.SPE1;VRF-FCORP-CENCOSUD-SA;10481:11050
